Well,ID,target_name,Amp Score,Amp Status,Task,Cq,Cq_mean,Cq Standard Deviation,Quantity,quantity_mean,Quantity Standard Deviation,Intercept,R-Squared,Slope,Efficiency,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Omit,Plate
D2,196,DWV,1.326,Amp,UNKNOWN,29.84,29.504,0.474,32.625,41.49,12.536,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,27,FALSE,35
G2,196,ACTIN,1.437,Amp,UNKNOWN,15.494,15.449,0.064,757842.75,780422.4,31932.326,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
H2,196,ACTIN,1.446,Amp,UNKNOWN,15.404,15.449,0.064,803001.94,780422.4,31932.326,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
A3,197,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B3,197,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E3,197,ACTIN,0,No Amp,UNKNOWN,Undetermined,32.099,NA,3.03E+10,17.638,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,39,FALSE,36
F3,197,ACTIN,1.032,Amp,UNKNOWN,32.099,32.099,NA,17.638,17.638,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,26,FALSE,36
C7,198,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
D7,198,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
G7,198,ACTIN,1.422,Amp,UNKNOWN,15.77,14.983,1.113,634962.3,1190304.1,785372.06,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,12,FALSE,36
H7,198,ACTIN,1.436,Amp,UNKNOWN,14.196,14.983,1.113,1745646.1,1190304.1,785372.06,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,10,FALSE,36
A2,199,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B2,199,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
E2,199,ACTIN,1.179,Amp,UNKNOWN,25.654,25.215,0.622,1108.511,1529.337,595.138,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,19,FALSE,38
F2,199,ACTIN,1.198,Amp,UNKNOWN,24.775,25.215,0.622,1950.163,1529.337,595.138,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,18,FALSE,38
C8,200,DWV,0,No Amp,UNKNOWN,Undetermined,39.437,NA,1.53E+10,0.065,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
D8,200,DWV,0.9,No Amp,UNKNOWN,39.437,39.437,NA,0.065,0.065,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,35,FALSE,36
G8,200,ACTIN,1.46,Amp,UNKNOWN,15.263,15.04,0.315,879311.3,1025242.94,206378.5,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,11,FALSE,36
H8,200,ACTIN,1.439,Amp,UNKNOWN,14.817,15.04,0.315,1171174.6,1025242.94,206378.5,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,11,FALSE,36
C1,201,DWV,0.711,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
D1,201,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
G1,201,ACTIN,1.433,Amp,UNKNOWN,14.283,14.308,0.036,1650579.5,1624230.8,37262.67,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
H1,201,ACTIN,1.443,Amp,UNKNOWN,14.333,14.308,0.036,1597882.1,1624230.8,37262.67,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
C3,202,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
D3,202,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
G3,202,ACTIN,1.44,Amp,UNKNOWN,14.998,14.908,0.129,1042173.75,1106735.1,91303.625,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
H3,202,ACTIN,1.445,Amp,UNKNOWN,14.817,14.908,0.129,1171296.6,1106735.1,91303.625,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
C4,203,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
D4,203,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
G4,203,ACTIN,1.444,Amp,UNKNOWN,15.53,15.468,0.086,740876.7,771104.25,42748.223,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
H4,203,ACTIN,1.44,Amp,UNKNOWN,15.407,15.468,0.086,801331.8,771104.25,42748.223,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
C5,204,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
D5,204,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
G5,204,ACTIN,1.441,Amp,UNKNOWN,15.029,15.124,0.134,1021722.25,963046.44,82980.125,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
H5,204,ACTIN,1.445,Amp,UNKNOWN,15.219,15.124,0.134,904370.6,963046.44,82980.125,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
A11,205,DWV,0,No Amp,UNKNOWN,Undetermined,34.355,NA,1.53E+10,1.754,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
B11,205,DWV,1.272,Amp,UNKNOWN,34.355,34.355,NA,1.754,1.754,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,FALSE,35
E11,205,ACTIN,1.426,Amp,UNKNOWN,14.19,14.215,0.035,1751545,1723887,39114.395,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F11,205,ACTIN,1.457,Amp,UNKNOWN,14.24,14.215,0.035,1696228.9,1723887,39114.395,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
A8,206,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
B8,206,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
E8,206,ACTIN,1.448,Amp,UNKNOWN,14.322,14.353,0.043,1608936.1,1578047.1,43683.61,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F8,206,ACTIN,1.445,Amp,UNKNOWN,14.383,14.353,0.043,1547158.1,1578047.1,43683.61,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
A3,207,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B3,207,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
E3,207,ACTIN,1.225,Amp,UNKNOWN,27.619,25.709,2.7,313.803,1981.412,2358.355,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,21,FALSE,38
F3,207,ACTIN,1.26,Amp,UNKNOWN,23.8,25.709,2.7,3649.021,1981.412,2358.355,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,18,FALSE,38
C6,208,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
D6,208,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
G6,208,ACTIN,1.453,Amp,UNKNOWN,15.377,15.386,0.013,817048.9,812314.56,6695.403,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
H6,208,ACTIN,1.445,Amp,UNKNOWN,15.395,15.386,0.013,807580.2,812314.56,6695.403,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
C7,209,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
D7,209,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
G7,209,ACTIN,1.449,Amp,UNKNOWN,14.807,14.763,0.063,1178244.6,1212710.2,48741.863,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
H7,209,ACTIN,1.451,Amp,UNKNOWN,14.719,14.763,0.063,1247176,1212710.2,48741.863,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
C8,210,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
D8,210,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
G8,210,ACTIN,1.433,Amp,UNKNOWN,15.398,15.335,0.09,806117.9,840368.4,48437.566,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
H8,210,ACTIN,1.442,Amp,UNKNOWN,15.271,15.335,0.09,874618.94,840368.4,48437.566,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
A9,211,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
B9,211,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
E9,211,ACTIN,1.445,Amp,UNKNOWN,14.481,14.491,0.014,1453039.1,1443995.4,12789.653,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F9,211,ACTIN,1.44,Amp,UNKNOWN,14.501,14.491,0.014,1434951.8,1443995.4,12789.653,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
A4,212,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B4,212,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
E4,212,ACTIN,1.359,Amp,UNKNOWN,19.097,21.974,4.069,74889.055,38372.92,51641.613,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,14,FALSE,38
F4,212,ACTIN,1.223,Amp,UNKNOWN,24.851,21.974,4.069,1856.786,38372.92,51641.613,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,19,FALSE,38
A4,213,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B4,213,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E4,213,ACTIN,0,No Amp,UNKNOWN,Undetermined,30.908,NA,3.03E+10,37.912,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,39,FALSE,36
F4,213,ACTIN,1.067,Amp,UNKNOWN,30.908,30.908,NA,37.912,37.912,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,26,FALSE,36
A7,214,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
B7,214,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
E7,214,ACTIN,1.443,Amp,UNKNOWN,14.928,14.909,0.027,1090379.6,1103810.4,18993.94,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F7,214,ACTIN,1.458,Amp,UNKNOWN,14.89,14.909,0.027,1117241.1,1103810.4,18993.94,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
A10,215,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
B10,215,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
E10,215,ACTIN,1.456,Amp,UNKNOWN,14.113,14.096,0.025,1840523,1861584.2,29785.148,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F10,215,ACTIN,1.445,Amp,UNKNOWN,14.078,14.096,0.025,1882645.5,1861584.2,29785.148,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
E1,216,ACTIN,1.435,Amp,UNKNOWN,15.958,16.041,0.118,562750.75,534052.94,40584.824,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
F1,216,ACTIN,1.427,Amp,UNKNOWN,16.125,16.041,0.118,505355.12,534052.94,40584.824,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
A5,216,DWV,0,No Amp,UNKNOWN,Undetermined,34.018,0.138,1.53E+10,2.186,0.195,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
B5,216,DWV,1.313,Amp,UNKNOWN,33.92,34.018,0.138,2.324,2.186,0.195,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,30,FALSE,41
C5,216,DWV,1.298,Amp,UNKNOWN,34.116,34.018,0.138,2.048,2.186,0.195,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,30,FALSE,41
A2,217,DWV,0.81,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,35,FALSE,37
B2,217,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
E2,217,ACTIN,1.433,Amp,UNKNOWN,16.107,16.097,0.013,511396.56,514408.34,4259.336,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
F2,217,ACTIN,1.436,Amp,UNKNOWN,16.088,16.097,0.013,517420.16,514408.34,4259.336,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
A3,218,DWV,1.299,Amp,UNKNOWN,35.424,35.424,NA,0.878,0.878,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,31,FALSE,37
B3,218,DWV,0,No Amp,UNKNOWN,Undetermined,35.424,NA,1.53E+10,0.878,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
E3,218,ACTIN,1.445,Amp,UNKNOWN,15.46,15.494,0.048,774751.5,758324.44,23231.35,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
F3,218,ACTIN,1.438,Amp,UNKNOWN,15.527,15.494,0.048,741897.44,758324.44,23231.35,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
E4,219,ACTIN,1.449,Amp,UNKNOWN,17.791,17.85,0.084,173329.95,166984.69,8973.565,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,12,FALSE,37
F4,219,ACTIN,1.44,Amp,UNKNOWN,17.909,17.85,0.084,160639.42,166984.69,8973.565,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,12,FALSE,37
A7,219,DWV,0,No Amp,UNKNOWN,Undetermined,33.524,1.063,1.53E+10,3.365,2.149,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
B7,219,DWV,1.315,Amp,UNKNOWN,34.276,33.524,1.063,1.846,3.365,2.149,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,30,FALSE,41
C7,219,DWV,1.309,Amp,UNKNOWN,32.773,33.524,1.063,4.885,3.365,2.149,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,29,FALSE,41
A5,220,DWV,0.789,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,35,FALSE,37
B5,220,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
E5,220,ACTIN,1.431,Amp,UNKNOWN,16.133,16.063,0.098,502860.1,526252.3,33081.574,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
F5,220,ACTIN,1.429,Amp,UNKNOWN,15.994,16.063,0.098,549644.5,526252.3,33081.574,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
A6,221,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
B6,221,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
E6,221,ACTIN,1.454,Amp,UNKNOWN,15.599,15.624,0.035,708447,697357.94,15682.355,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
F6,221,ACTIN,1.442,Amp,UNKNOWN,15.649,15.624,0.035,686268.8,697357.94,15682.355,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
E7,222,ACTIN,1.432,Amp,UNKNOWN,15.942,15.955,0.018,568412.7,563759.2,6581.043,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
F7,222,ACTIN,1.433,Amp,UNKNOWN,15.968,15.955,0.018,559105.7,563759.2,6581.043,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
A8,222,DWV,0,No Amp,UNKNOWN,Undetermined,33.361,NA,1.53E+10,3.338,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
B8,222,DWV,1.282,Amp,UNKNOWN,33.361,33.361,NA,3.338,3.338,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,30,FALSE,41
C8,222,DWV,0,No Amp,UNKNOWN,Undetermined,33.361,NA,1.53E+10,3.338,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
A8,223,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
B8,223,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
E8,223,ACTIN,1.457,Amp,UNKNOWN,15.456,15.461,0.007,776686.9,774198.6,3518.849,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
F8,223,ACTIN,1.441,Amp,UNKNOWN,15.466,15.461,0.007,771710.44,774198.6,3518.849,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
A9,224,DWV,1.331,Amp,UNKNOWN,34.18,34.151,0.042,1.964,2.002,0.054,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,29,FALSE,37
B9,224,DWV,1.329,Amp,UNKNOWN,34.121,34.151,0.042,2.04,2.002,0.054,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,29,FALSE,37
E9,224,ACTIN,1.444,Amp,UNKNOWN,16.312,16.299,0.018,448261.53,451936.78,5197.565,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
F9,224,ACTIN,1.436,Amp,UNKNOWN,16.286,16.299,0.018,455612,451936.78,5197.565,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
A10,225,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
B10,225,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
E10,225,ACTIN,1.447,Amp,UNKNOWN,15.919,15.955,0.052,577026.2,563667.75,18891.64,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
F10,225,ACTIN,1.434,Amp,UNKNOWN,15.992,15.955,0.052,550309.4,563667.75,18891.64,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
A1,301,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,39,FALSE,27
A2,302,DWV,1.327,Amp,UNKNOWN,30.348,30.422,0.105,23.475,22.396,1.525,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,25,FALSE,27
A3,303,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,39,FALSE,27
A4,304,DWV,1.323,Amp,UNKNOWN,24.6,24.712,0.158,969.895,904.399,92.626,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,19,FALSE,27
A5,305,DWV,1.339,Amp,UNKNOWN,30.962,31.305,0.485,15.77,12.944,3.997,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,26,FALSE,27
A6,306,DWV,0,No Amp,UNKNOWN,Undetermined,34.598,,1.53E+10,1.498,,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,39,FALSE,27
A7,307,DWV,1.331,Amp,UNKNOWN,35.362,34.965,0.561,0.914,1.221,0.434,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,30,FALSE,27
A8,308,DWV,1.337,Amp,UNKNOWN,29.825,29.835,0.015,32.944,32.719,0.318,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,25,FALSE,27
A9,309,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,39,FALSE,27
A10,310,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,39,FALSE,27
A11,311,DWV,1.338,Amp,UNKNOWN,31.677,31.449,0.322,9.93,11.632,2.406,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,27,FALSE,27
A12,312,DWV,1.332,Amp,UNKNOWN,27.668,27.731,0.089,133.062,127.877,7.333,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,23,FALSE,27
B1,301,DWV,0.69,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,16,FALSE,27
B2,302,DWV,1.326,Amp,UNKNOWN,30.497,30.422,0.105,21.318,22.396,1.525,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,25,FALSE,27
B3,303,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,39,FALSE,27
B4,304,DWV,1.269,Amp,UNKNOWN,24.824,24.712,0.158,838.902,904.399,92.626,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,20,FALSE,27
B5,305,DWV,1.331,Amp,UNKNOWN,31.648,31.305,0.485,10.118,12.944,3.997,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,26,FALSE,27
B6,306,DWV,1.343,Amp,UNKNOWN,34.598,34.598,,1.498,1.498,,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,29,FALSE,27
B7,307,DWV,1.322,Amp,UNKNOWN,34.569,34.965,0.561,1.527,1.221,0.434,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,29,FALSE,27
B8,308,DWV,1.342,Amp,UNKNOWN,29.846,29.835,0.015,32.494,32.719,0.318,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,25,FALSE,27
B9,309,DWV,0.58,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,35,FALSE,27
B10,310,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,39,FALSE,27
